-1.2227443609022557, -18.958333333333336
-1.0648496240601504, -16.770833333333336
-0.9859022556390977, -16.09375
-0.9266917293233082, -15.416666666666664
-0.8928571428571428, -15.208333333333336
-0.8280075187969924, -13.489583333333336
-0.7772556390977443, -12.65625
-0.7236842105263157, -12.03125
-0.701127819548872, -11.71875
-0.6137218045112781, -9.84375
-0.5206766917293232, -8.125
-0.5037593984962405, -7.8125
-0.4163533834586466, -7.447916666666664
-0.33740601503759393, -5.989583333333332
-0.3402255639097742, -5.364583333333332
-0.26691729323308255, -5.052083333333332
-0.22462406015037573, -4.270833333333332
-0.07800751879699241, -2.083333333333332
-0.03289473684210509, -1.3020833333333321
0.1898496240601506, 2.5
0.22086466165413543, 3.125
0.27443609022556403, 4.375
0.32518796992481214, 5.520833333333334
0.3477443609022559, 6.614583333333334
0.37875939849624074, 7.03125
0.4492481203007521, 10.104166666666666
0.4633458646616544, 10.989583333333334
0.48590225563909795, 17.708333333333332
